Synonym1,Pivot Term,,annatto,,Ontology Missing Terms,,Combined word,separate words,,boar,Sus scrofa,,,Synonym1,Pivot Term
honey bush,honeybush,,,,,,,,,,,,,vannamei,litopenaeus vannamei
rohu carp,rohu,,,,,,,,,,,,,skink,lizard
rui carp,rohu,,,,,,,,,,,,,long lasting,long-lasting
roho labeo ,rohu,,,,,,,,,,,,,lunchmeat,lunch meat
Labeo rohita,rohu,,,,,,,,,,,,,common wallaroo,macropus robustus
ruhi carp,rohu,,,,,,,,,,,,,wallaroo,macropus robustus
scrum,sacral,,,,,,,,,,,,,euro wallaroo,macropus robustus
sadao,neem,,,,,,,,,,,,,hill wallaroo ,macropus robustus
salid fish,salidfish,,,,,,,,,,,,,mahi,mahi mahi 
sanicale,sanicle,,,,,,,,,,,,,mamey,mamey sapote
eastern spadefoot,scaphiopus holbrookii,,,,,,,,,,,,,mandarin,mandarinfish
seabass,sea bass,,,,,,,,,,,,,many sided,many-sided
seabream,sea bream,,,,,,,,,,,,,meat (marinated),"meat (marinated or similar, cold-processed, packaged)"
sheat fish,sheatfish,,,,,,,,,,,,,"meat (similar, cold-processed, packaged)","meat (marinated or similar, cold-processed, packaged)"
shatavari,asparagus racemosus,,,,,,,,,,,,,meat marinated,"meat (marinated or similar, cold-processed, packaged)"
giant trevally,trevally,,,,,,,,,,,,,"meat similar, cold-processed, packaged","meat (marinated or similar, cold-processed, packaged)"
caranx ignobilis,trevally,,,,,,,,,,,,,wild turkey,meleagris gallopavo
silago,sillago,,,,,,,,,,,,,middle aged  ,middle-aged  
shilago,sillago,,,,,,,,,,,,,japanese mustard greens,mizuna
shingleback lizard, tiliqua rugosa,,,,,,,,,,,,,kyona,mizuna
swai fish,swaifish,,,,,,,,,,,,,qian jing shui cai,mizuna
soft-shell crab,softshell crab,,,,,,,,,,,,,spider mustard,mizuna
soft shell crab,softshell crab,,,,,,,,,,,,,mola fish,molafish
balsam pear,bitter melon,,,,,,,,,,,,,mola mola,molafish
bitter cucumber,bitter melon,,,,,,,,,,,,,moilla fish,molafish
balsam apple,bitter melon,,,,,,,,,,,,,moila fish,molafish
art pumpkin,bitter melon,,,,,,,,,,,,,moillafish,molafish
cerasee,bitter melon,,,,,,,,,,,,,moilafish,molafish
carilla cundeamor,bitter melon,,,,,,,,,,,,,molassess,molasses
soracee,bitter melon,,,,,,,,,,,,,green mole powder,Mole Verde Spice
soyplus,soy plus,,,,,,,,,,,,,morita pepper,morita chili
thoracentesis fluid,pleural fluid,,,,,,,,,,,,,malukhiyah,mouloukhia
hokkeng,tokay gecko,,,,,,,,,,,,,mloukhiya,mouloukhia
takshak,tokay gecko,,,,,,,,,,,,,molokhia,mouloukhia
hankkok,tokay gecko,,,,,,,,,,,,,molokhiya,mouloukhia
tuko,tokay gecko,,,,,,,,,,,,,moroheiya ,mouloukhia
tokkae,tokay gecko,,,,,,,,,,,,,mulukhiyah,mouloukhia
tokek,tokay gecko,,,,,,,,,,,,,mulukhiyya,mouloukhia
tindora,ivy gourd,,,,,,,,,,,,,murine,mouse
trigger,triggerfish,,,,,,,,,,,,,mouth watering,mouth-watering
trigger fish,triggerfish,,,,,,,,,,,,,mozzarella,mozzarella cheese
horse fish,horsefish,,,,,,,,,,,,,cirrhinus cirrhosus,mrigal
stool,feces,,,,,,,,,,,,,mrigal carp,mrigal
body fluid,bodily fluid,,,,,,,,,,,,,white carp,mrigal
skin,skin of body,,,,,,,,,,,,,mrigel,mrigal
thigh,hindlimb stylopod,,,,,,,,,,,,,mud fish,mudfish
appendix,vermiform appendix,,,,,,,,,,,,,mullen leaves,mullein leaves
aspirate,fluid - aspirate,,,,,,,,,,,,,Egyptian cobra,naja haje
excretion,feces,,,,,,,,,,,,,monocled cobra,naja kaouthia
cerebral spinal fluid,cerebralspinal fluid,,,,,,,,,,,,,Indian cobra,naja naja
aliquote,aliquot,,,,,,,,,,,,,pectacled cobra,naja naja
stool,feces,,,,,,,,,,,,,Asian cobra,naja naja
common raccoon,raccoon,,,,,,,,,,,,,binocellate cobra,naja naja
North American raccoon,raccoon,,,,,,,,,,,,,nakaoachi,nakaochi
northern raccoon,raccoon,,,,,,,,,,,,,mulukhiyah,nalta jute
trash panda,raccoon,,,,,,,,,,,,,mloukhiya,nalta jute
rodent,rodentia,,,,,,,,,,,,,molokhia,nalta jute
tiger shrimp,giant tiger prawn,,,,,,,,,,,,,molokhiya,nalta jute
fines,Cereal food fines,,,,,,,,,,,,,mulukhiyya,nalta jute
green mole powder,Mole Verde Spice,,,,,,,,,,,,,malukhiyah,nalta jute
mozzarella,mozzarella cheese,,,,,,,,,,,,,moroheiya,nalta jute
cheddar,cheddar cheese,,,,,,,,,,,,,corchorus olitorius leaves,nalta jute
bone put,boneless,,,,,,,,,,,,,Jew's mallow,nalta jute
Rice Porridge,congee,,,,,,,,,,,,,tossa jute,nalta jute
conjee,congee,,,,,,,,,,,,,narrow minded ,narrow-minded 
gruel,porridge,,,,,,,,,,,,,NCBI BioSample isolate (human name),NCBI BioSample isolate (human name or description)
artificial,imitation,,,,,,,,,,,,,NCBI BioSample isolate (description),NCBI BioSample isolate (human name or description)
uncooked,raw,,,,,,,,,,,,,NCBI BioSample isolate human name,NCBI BioSample isolate (human name or description)
roll,roll or bun,,,,,,,,,,,,,NCBI BioSample isolate description,NCBI BioSample isolate (human name or description)
bun,roll or bun,,,,,,,,,,,,,sadao,neem
burger,hamburger,,,,,,,,,,,,,never ending,never-ending
burger,beefburger,,,,,,,,,,,,,nonmeat ,non meat 
thousand island relish,thousand island dressing,,chk,,,,,,,,,,,nut yoghurt (reduced fat),nut yoghurt (reduced fat or skim milk)
crabapple,crab apple,,chk,,,,,,,,,,,nut yoghurt (skim milk),nut yoghurt (reduced fat or skim milk)
,,,,,,,,,,,,,,nut yoghurt reduced fat,nut yoghurt (reduced fat or skim milk)
ready to serve,food ready-to-serve,,,,,,,,,,,,,nut yoghurt skim milk,nut yoghurt (reduced fat or skim milk)
ready to consume,food ready-to-consume,,chk,,,,,,,,,,,old fashioned,old-fashioned
ready to cook,food ready-to-cook,,,,,,,,,,,,,"olive (salad, pitted, sliced, chipped,)","olive (salad, pitted, sliced, chipped, or minced)"
beef kimbab,beef kimbap,,,,,,,,,,,,,olive (minced),"olive (salad, pitted, sliced, chipped, or minced)"
roast,roasted,,,,,,,,,,,,,"olive salad, pitted, sliced, chipped,","olive (salad, pitted, sliced, chipped, or minced)"
coconut water,coconut juice,,,,,,,,,,,,,olive minced,"olive (salad, pitted, sliced, chipped, or minced)"
bumble berry,bumbleberry,,,,,,,,,,,,,open minded,open-minded
havarti,havarti cheese,,,,,,,,,,,,,batashi,pachypterus atherinoides
dry,dried,,,,,,,,,,,,,pandan,pandanus amaryllifolius
peri peri sauce,peri sauce,,,,,,,,,,,,,pandan screw palm,pandanus amaryllifolius
sprouted,germinated or sprouted seed,,,,,,,,,,,,,pimenton,paprika 
germinated,germinated or sprouted seed,,,,,,,,,,,,,pizzle,penis
sprouted seed,germinated or sprouted seed,,,,,,,,,,,,,pepper vegetable food product (green),pepper vegetable food product (green or red)
germinated seed,germinated or sprouted seed,,,,,,,,,,,,,pepper vegetable food product (red),pepper vegetable food product (green or red)
seedy,with seeds,,,,,,,,,,,,,pepper vegetable food product green,pepper vegetable food product (green or red)
cold brew,cold brewed,,,,,,,,,,,,,pepper vegetable food product red,pepper vegetable food product (green or red)
cold brewing,cold brewed,,,,,,,,,,,,,peri peri sauce,peri sauce
farm raised fish,fish farm,,,,,,,,,,,,,Columba livia,pigeon
bone in,bone-in,,,,,,,,,,,,,Columba livium,pigeon
in house,in-house,,,,,,,,,,,,,pilau,pilaf
narrow minded ,narrow-minded ,,,,,,,,,,,,,pinenut,pine nut
well behaved,well-behaved,,,,,,,,,,,,,pistacia vera l ,pistachio
old fashioned,old-fashioned,,,,,,,,,,,,,Pistacia vera L.,pistachio
densely populated,densely-populated,,,,,,,,,,,,,thoracentesis fluid,pleural fluid
short haired,short-haired,,,,,,,,,,,,,central bearded dragon,pogona vitticeps
widely recognized,widely-recognized,,,,,,,,,,,,,bearded dragon,pogona vitticeps
high spirited  ,high-spirited  ,,,,,,,,,,,,,popano,pompano
well educated,well-educated,,,,,,,,,,,,,water pond,pond
highly respected,highly-respected,,,,,,,,,,,,,pondwater,pond water
brightly lit,brightly-lit,,,,,,,,,,,,,moelle osseuse de porc,pork marrow
absent minded  ,absent-minded  ,,,,,,,,,,,,,pork primal,pork primal cuts
strong willed  ,strong-willed  ,,,,,,,,,,,,,pig roast,pork roast
quick witted  ,quick-witted  ,,,,,,,,,,,,,gruel,porridge
middle aged  ,middle-aged  ,,,,,,,,,,,,,tater,potato
kind hearted ,kind-hearted ,,,,,,,,,,,,,"potato (any form excluding frozen, canned,)","potato (any form excluding frozen, canned, or dehydrated)"
good looking ,good-looking ,,,,,,,,,,,,,potato (dehydrated),"potato (any form excluding frozen, canned, or dehydrated)"
long lasting,long-lasting,,,,,,,,,,,,,"potato any form excluding frozen, canned,","potato (any form excluding frozen, canned, or dehydrated)"
record breaking,record-breaking,,,,,,,,,,,,,potato dehydrated,"potato (any form excluding frozen, canned, or dehydrated)"
never ending,never-ending,,,,,,,,,,,,,poultrydust,poultry dust
mouth watering,mouth-watering,,,,,,,,,,,,,ispaghula,psyllium
thought provoking,thought-provoking,,,,,,,,,,,,,ispaghula husk,psyllium husk
slow moving,slow-moving,,,,,,,,,,,,,zaocys dhumnades,Ptyas dhumnades
far reaching,far-reaching,,,,,,,,,,,,,barbus altus,puntius bocourti
time saving,time-saving,,,,,,,,,,,,,ball python,python regius
forward thinking,forward-thinking,,,,,,,,,,,,,quick witted  ,quick-witted  
ice cold,ice-cold,,,,,,,,,,,,,danggit,rabbitfish
last minute,last-minute,,,,,,,,,,,,,spinefoot,rabbitfish
full length.,full-length.,,,,,,,,,,,,,dang git,rabbitfish
world famous,world-famous,,,,,,,,,,,,,rabbit fish,rabbitfish
fat free,fat-free,,,,,,,,,,,,,racoon,raccoon
coal black,coal black,,,,,,,,,,,,,racoon,raccoon
cobalt blue,cobalt blue,,,,,,,,,,,,,procyon lotor,raccoon
hands on,hands-on,,,,,,,,,,,,,common raccoon,raccoon
open minded,open-minded,,,,,,,,,,,,,North American raccoon,raccoon
self confident,self-confident,,,,,,,,,,,,,northern raccoon,raccoon
well rounded,well-rounded,,,,,,,,,,,,,trash panda,raccoon
many sided,many-sided,,,,,,,,,,,,,nantucket blend trail mix,raisin and nut mix 
cobalt ultramarine,cobalt ultramarine,,,,,,,,,,,,,bush rat,rattus fuscipe
dapple gray,dapple-gray,,,,,,,,,,,,,uncooked,raw
dark blue,dark blue,,,,,,,,,,,,,record breaking,record-breaking
dark red,dark red,,,,,,,,,,,,,red bell,red bell pepper
deep brown,deep brown,,,,,,,,,,,,,redpoll,red poll cattle
deep red,deep red,,,,,,,,,,,,,red poll,red poll cattle
easy going,easy-going,,,,,,,,,,,,,ribbon fish,ribbonfish
dithered color,dithered color,,,,,,,,,,,,,ricotta,ricotta cheese
french blue,french blue,,,,,,,,,,,,,river bard,riverbard
even tempered,even-tempered,,,,,,,,,,,,,roast,roasted
,,,,,,,,,,,,,,cornish hen,rock cornish fowl
shell on,in shell,,,,,,,,,,,,,striped bass,rockfish
cut hair tail fish,cutlassfish,,,,,,,,,,,,,rodent,rodentia
cutlass fish,cutlassfish,,,,,,,,,,,,,rohu carp,rohu
common mushroom,cultivated mushroom,,,,,,,,,,,,,rui carp,rohu
button mushroom,cultivated mushroom,,,,,,,,,,,,,roho labeo ,rohu
white mushroom,cultivated mushroom,,,,,,,,,,,,,Labeo rohita,rohu
table mushroom,cultivated mushroom,,,,,,,,,,,,,ruhi carp,rohu
champignon mushroom,cultivated mushroom,,,,,,,,,,,,,roll,roll or bun
cat fish,catfish,,,,,,,,,,,,,bun,roll or bun
barramundi,barramundi perch,,,,,,,,,,,,,scrum,sacral
ovine,sheep,,,,,,,,,,,,,salid fish,salidfish
pig,swine,,,,,,,,,,,,,salmon (no salt),salmon (no salt or oil added)
cornish hen,rock cornish fowl,,,,,,,,,,,,,salmon (oil added),salmon (no salt or oil added)
redpoll,red poll cattle,,,,,,,,,,,,,salmon no salt,salmon (no salt or oil added)
red poll,red poll cattle,,,,,,,,,,,,,salmon oil added,salmon (no salt or oil added)
ready-to-eat,food ready-to-eat,,,,,,,,,,,,,ricotta salata,salted and dried ricotta cheese
ready-to-serve,food ready-to-serve,,,,,,,,,,,,,sanicale,sanicle
ready-to-consume,food ready-to-consume,,,,,,,,,,,,,eastern spadefoot,scaphiopus holbrookii
ready-to-cook,food ready-to-cook,,,,,,,,,,,,,seabass,sea bass
crawfish,crawfish or crayfish,,,,,,,,,,,,,seabream,sea bream
crayfish,crawfish or crayfish,,,,,,,,,,,,,self confident,self-confident
craw fish,crawfish,,,,,,,,,,,,,raclette,semihard cheese 
 cray fish,crayfish,,,,,,,,,,,,,semi soft,semisoft
chili arbol,arbol pepper,,,,,,,,,,,,,shari puti fish,shariputi fish
cured,curing or aging process,,,,,,,,,,,,,sheat fish,sheatfish
curing,curing or aging process,,,,,,,,,,,,,ovine,sheep
chow mein,chow mein noodle,,,,,,,,,,,,,shellfish (whole),shellfish (whole or flesh)
chowmein,chow mein noodle,,,,,,,,,,,,,shellfish (flesh),shellfish (whole or flesh)
horse radish,horseradish,,,,,,,,,,,,,shellfish whole,shellfish (whole or flesh)
mud fish,mudfish,,,,,,,,,,,,,shellfish flesh,shellfish (whole or flesh)
treat nibblet,dog treat,,,,,,,,,,,,,hasa hasa,short mackerel
zaocys dhumnades,Ptyas dhumnades,,,,,,,,,,,,,short haired,short-haired
pig roast,pork roast,,,,,,,,,,,,,silago,sillago
cat,Felis catus,,,,,,,,,,,,,shilago,sillago
dog,Canis lupus familiaris ,,,,,,,,,,,,,skin,skin of body
bone out,boneless,,,,,,,,,,,,,slaughter,slaughterhouse
ricotta salata,salted and dried ricotta cheese,,,,,,,,,,,,,slaughter house,slaughterhouse
ricotta,ricotta cheese,,,,,,,,,,,,,slow moving,slow-moving
tater,potato,,,,,,,,,,,,,ocopa,smooth sauce
cole slaw,coleslaw,,,,,,,,,,,,,nimco,snack
,,,,,,,,,,,,,,Naja haje,snake
,,,,,,,,,,,,,,soft-shell crab,softshell crab
,,,,,,,,,,,,,,soft shell crab,softshell crab
,,,,,,,,,,,,,,"soup mix (dry, with beef fat)","soup mix (dry, with beef fat or beef extract)"
,,,,,,,,,,,,,,soup mix (beef extract),"soup mix (dry, with beef fat or beef extract)"
,,,,,,,,,,,,,,"soup mix dry, with beef fat","soup mix (dry, with beef fat or beef extract)"
salmon (no salt),salmon (no salt or oil added),,,,,,,,,,,,,soup mix beef extract,"soup mix (dry, with beef fat or beef extract)"
pepper vegetable food product (green),pepper vegetable food product (green or red),,,,,,,,,,,,,soyplus,soy plus
chicken (ground),chicken (ground or minced),,,,,,,,,,,,,soya protein,soy protein
shellfish (whole),shellfish (whole or flesh),,,,,,,,,,,,,soymeat,soya meat
"fruit yoghurt (no added sugar, energy 2.0 mj)","fruit yoghurt (no added sugar, energy 2.0 mj or less)",,,,,,,,,,,,,soy bean,soybean
"date (chopped, sliced)","date (chopped, sliced or macerated)",,,,,,,,,,,,,soy,soybean
"olive (salad, pitted, sliced, chipped,)","olive (salad, pitted, sliced, chipped, or minced)",,,,,,,,,,,,,specimen type (host),specimen type (host or environmental context)
fruit yoghurt (reduced fat),fruit yoghurt (reduced fat or skim milk),,,,,,,,,,,,,specimen type (environmental context),specimen type (host or environmental context)
vegetable yoghurt (reduced fat),vegetable yoghurt (reduced fat or skim milk),,,,,,,,,,,,,specimen type host,specimen type (host or environmental context)
"potato (any form excluding frozen, canned,)","potato (any form excluding frozen, canned, or dehydrated)",,,,,,,,,,,,,specimen type environmental context,specimen type (host or environmental context)
"beverage (fruit juice bases, preserved, infant)","beverage (fruit juice bases, preserved, infant or toddler food)",,,,,,,,,,,,,sambar masala,spice powder
meat (marinated),"meat (marinated or similar, cold-processed, packaged)",,,,,,,,,,,,,spinny goby,spiny goby
nut yoghurt (reduced fat),nut yoghurt (reduced fat or skim milk),,,,,,,,,,,,,sting ray,stingray
cheese mix (substitute),cheese mix (substitute or imitation),,,,,,,,,,,,,owl,Strigiformes
food (starch),food (starch or flour thickened),,,,,,,,,,,,,stripe bass,striped bass
crustacean (whole),crustacean (whole or flesh part),,,,,,,,,,,,,stripped bass,striped bass
"soup mix (dry, with beef fat)","soup mix (dry, with beef fat or beef extract)",,,,,,,,,,,,,strong willed  ,strong-willed  
0120000 - tree nuts (shelled),0120000 - tree nuts (shelled or unshelled) (ec),,,,,,,,,,,,,stuff chicken breast,stuffed chicken breast
010  brassica (cole),"010  brassica (cole or cabbage) vegetables, head cabbage, flowerhead brassicas (vb) (ccpr)",,,,,,,,,,,,,pig,Sus scrofa
environmental (swab),environmental (swab or sampling),,,,,,,,,,,,,swine,Sus scrofa
specimen type (host),specimen type (host or environmental context),,,,,,,,,,,,,Sus domesticus,sus scrofa domesticus
NCBI BioSample isolate (human name),NCBI BioSample isolate (human name or description),,,,,,,,,,,,,swai fish,swaifish
salmon (oil added),salmon (no salt or oil added),,,,,,,,,,,,,swai,swaifish
pepper vegetable food product (red),pepper vegetable food product (green or red),,,,,,,,,,,,,swai fish,swaifish
chicken (minced),chicken (ground or minced),,,,,,,,,,,,,puntius chola,swamp barb
shellfish (flesh),shellfish (whole or flesh),,,,,,,,,,,,,pig,swine
fruit yoghurt (less),"fruit yoghurt (no added sugar, energy 2.0 mj or less)",,,,,,,,,,,,,tako yaki,takoyaki
date (macerated),"date (chopped, sliced or macerated)",,,,,,,,,,,,,colossoma,tambaqui
olive (minced),"olive (salad, pitted, sliced, chipped, or minced)",,,,,,,,,,,,,colossoma macropomum,tambaqui
fruit yoghurt (skim milk),fruit yoghurt (reduced fat or skim milk),,,,,,,,,,,,,tenticle,tentacle
vegetable yoghurt (skim milk),vegetable yoghurt (reduced fat or skim milk),,,,,,,,,,,,,thought provoking,thought-provoking
potato (dehydrated),"potato (any form excluding frozen, canned, or dehydrated)",,,,,,,,,,,,,thousand island relish,thousand island dressing
beverage (toddler food),"beverage (fruit juice bases, preserved, infant or toddler food)",,,,,,,,,,,,,thread fish,threadfin
"meat (similar, cold-processed, packaged)","meat (marinated or similar, cold-processed, packaged)",,,,,,,,,,,,,threadfish,threadfin
nut yoghurt (skim milk),nut yoghurt (reduced fat or skim milk),,,,,,,,,,,,,centralian blue tongued skink,tiliqua multifasciata
cheese mix (imitation),cheese mix (substitute or imitation),,,,,,,,,,,,,time saving,time-saving
food (flour thickened),food (starch or flour thickened),,,,,,,,,,,,,hilsa,tnualosa ilisha
crustacean (flesh part),crustacean (whole or flesh part),,,,,,,,,,,,,hilsha,tnualosa ilisha
soup mix (beef extract),"soup mix (dry, with beef fat or beef extract)",,,,,,,,,,,,,hilsa padmar,tnualosa ilisha
0120000 - tree nuts (unshelled) (ec),0120000 - tree nuts (shelled or unshelled) (ec),,,,,,,,,,,,,prima toast,toasted bread
"010  brassica (cabbage) vegetables, head cabbage, flowerhead brassicas (vb) (ccpr)","010  brassica (cole or cabbage) vegetables, head cabbage, flowerhead brassicas (vb) (ccpr)",,,,,,,,,,,,,hokkeng,tokay gecko
environmental (sampling),environmental (swab or sampling),,,,,,,,,,,,,takshak,tokay gecko
specimen type (environmental context),specimen type (host or environmental context),,,,,,,,,,,,,hankkok,tokay gecko
NCBI BioSample isolate (description),NCBI BioSample isolate (human name or description),,,,,,,,,,,,,tuko,tokay gecko
salmon no salt,salmon (no salt or oil added),,,,,,,,,,,,,tokkae,tokay gecko
pepper vegetable food product green,pepper vegetable food product (green or red),,,,,,,,,,,,,tokek,tokay gecko
chicken ground,chicken (ground or minced),,,,,,,,,,,,,colombian slider,trachemys callirostris
shellfish whole,shellfish (whole or flesh),,,,,,,,,,,,,hicotea turtle,trachemys callirostris
"fruit yoghurt no added sugar, energy 2.0 mj","fruit yoghurt (no added sugar, energy 2.0 mj or less)",,,,,,,,,,,,,giant trevally,trevally
"date chopped, sliced","date (chopped, sliced or macerated)",,,,,,,,,,,,,caranx ignobilis,trevally
"olive salad, pitted, sliced, chipped,","olive (salad, pitted, sliced, chipped, or minced)",,,,,,,,,,,,,trigger,triggerfish
fruit yoghurt reduced fat,fruit yoghurt (reduced fat or skim milk),,,,,,,,,,,,,trigger fish,triggerfish
vegetable yoghurt reduced fat,vegetable yoghurt (reduced fat or skim milk),,,,,,,,,,,,,tuna medallions,tuna medallion
"potato any form excluding frozen, canned,","potato (any form excluding frozen, canned, or dehydrated)",,,,,,,,,,,,,afang,ukanzi
"beverage fruit juice bases, preserved, infant","beverage (fruit juice bases, preserved, infant or toddler food)",,,,,,,,,,,,,undevein,undeveined
meat marinated,"meat (marinated or similar, cold-processed, packaged)",,,,,,,,,,,,,vacuum packed,vacuum-packed
nut yoghurt reduced fat,nut yoghurt (reduced fat or skim milk),,,,,,,,,,,,,vacuum packaged,vacuum-packed
cheese mix substitute,cheese mix (substitute or imitation),,,,,,,,,,,,,sand goanna,varanus gouldii
food starch,food (starch or flour thickened),,,,,,,,,,,,,microgreen,vegetable
crustacean whole,crustacean (whole or flesh part),,,,,,,,,,,,,vegetable yoghurt (reduced fat),vegetable yoghurt (reduced fat or skim milk)
"soup mix dry, with beef fat","soup mix (dry, with beef fat or beef extract)",,,,,,,,,,,,,vegetable yoghurt (skim milk),vegetable yoghurt (reduced fat or skim milk)
0120000 - tree nuts shelled,0120000 - tree nuts (shelled or unshelled) (ec),,,,,,,,,,,,,vegetable yoghurt reduced fat,vegetable yoghurt (reduced fat or skim milk)
010  brassica cole,"010  brassica (cole or cabbage) vegetables, head cabbage, flowerhead brassicas (vb) (ccpr)",,,,,,,,,,,,,vegetable yoghurt skim milk,vegetable yoghurt (reduced fat or skim milk)
environmental swab,environmental (swab or sampling),,,,,,,,,,,,,appendix,vermiform appendix
specimen type host,specimen type (host or environmental context),,,,,,,,,,,,,clarias batrachus,walking catfish
NCBI BioSample isolate human name,NCBI BioSample isolate (human name or description),,,,,,,,,,,,,well behaved,well-behaved
salmon oil added,salmon (no salt or oil added),,,,,,,,,,,,,well educated,well-educated
pepper vegetable food product red,pepper vegetable food product (green or red),,,,,,,,,,,,,well rounded,well-rounded
chicken minced,chicken (ground or minced),,,,,,,,,,,,,feed mill,wheat millrun
shellfish flesh,shellfish (whole or flesh),,,,,,,,,,,,,wheat mill run,wheat millrun
fruit yoghurt less,"fruit yoghurt (no added sugar, energy 2.0 mj or less)",,,,,,,,,,,,,wheat middlings,wheat millrun
date macerated,"date (chopped, sliced or macerated)",,,,,,,,,,,,,millfeed,wheat millrun
olive minced,"olive (salad, pitted, sliced, chipped, or minced)",,,,,,,,,,,,,wheat midds,wheat millrun
fruit yoghurt skim milk,fruit yoghurt (reduced fat or skim milk),,,,,,,,,,,,,whisker sheat,whisker sheatfish
vegetable yoghurt skim milk,vegetable yoghurt (reduced fat or skim milk),,,,,,,,,,,,,whisker fish,whisker sheatfish
potato dehydrated,"potato (any form excluding frozen, canned, or dehydrated)",,,,,,,,,,,,,widely recognized,widely-recognized
beverage toddler food,"beverage (fruit juice bases, preserved, infant or toddler food)",,,,,,,,,,,,,wildcaught,wild caught
"meat similar, cold-processed, packaged","meat (marinated or similar, cold-processed, packaged)",,,,,,,,,,,,,seedy,with seeds
nut yoghurt skim milk,nut yoghurt (reduced fat or skim milk),,,,,,,,,,,,,world famous,world-famous
cheese mix imitation,cheese mix (substitute or imitation),,,,,,,,,,,,,yellowfin,yellowfin tuna
food flour thickened,food (starch or flour thickened),,,,,,,,,,,,,yogourt,yogurt
crustacean flesh part,crustacean (whole or flesh part),,,,,,,,,,,,,zattar,za'atar
soup mix beef extract,"soup mix (dry, with beef fat or beef extract)",,,,,,,,,,,,,zaocus dhumnades,zaocys dhumnades
0120000 - tree nuts unshelled ec,0120000 - tree nuts (shelled or unshelled) (ec),,,,,,,,,,,,,wushe,zaocys dhumnades
"010  brassica cabbage vegetables, head cabbage, flowerhead brassicas vb ccpr","010  brassica (cole or cabbage) vegetables, head cabbage, flowerhead brassicas (vb) (ccpr)",,,,,,,,,,,,,cantor,zaocys dhumnades
environmental sampling,environmental (swab or sampling),,,,,,,,,,,,,wu shao she,zaocys dhumnades
specimen type environmental context,specimen type (host or environmental context),,,,,,,,,,,,,,
NCBI BioSample isolate description,NCBI BioSample isolate (human name or description),,,,,,,,,,,,,,
